id,text,label
4431,象山县石浦镇火炉头路000号假日公寓,B-district I-district E-district B-town I-town E-town B-road I-road I-road E-road B-roadno I-roadno I-roadno E-roadno B-poi I-poi I-poi E-poi
4432,沙湾厦村中坊00号,B-community E-community B-community I-community I-community E-community B-houseno I-houseno E-houseno
4433,浙江温州鹿城双屿经一路00号浙江爵帅,B-prov E-prov B-city E-city B-district E-district B-town E-town B-road I-road E-road B-roadno I-roadno E-roadno B-poi I-poi I-poi E-poi
4434,浙江省宁波市北仑区派舍提香,B-prov I-prov E-prov B-city I-city E-city B-district I-district E-district B-poi I-poi I-poi E-poi
4435,鹿城区汤家桥北路大自然华城公寓00幢0单元,B-district I-district E-district B-road I-road I-road I-road E-road B-poi I-poi I-poi I-poi I-poi I-poi E-poi B-houseno I-houseno E-houseno B-cellno I-cellno E-cellno
4436,金华武义县环城南路实验小学岔路口电联,B-city E-city B-district I-district E-district B-road I-road I-road E-road B-poi I-poi I-poi E-poi B-intersection I-intersection E-intersection O O
4437,浙江省杭州市杭州市余杭经济技术开发区宏达路000号,B-prov I-prov E-prov B-city I-city E-city B-city I-city E-city B-devzone I-devzone I-devzone I-devzone I-devzone I-devzone I-devzone I-devzone E-devzone B-road I-road E-road B-roadno I-roadno I-roadno E-roadno
4438,义乌市荷叶塘工业区洪界路000号0楼电联,B-district I-district E-district B-devzone I-devzone I-devzone I-devzone I-devzone E-devzone B-road I-road E-road B-devzone I-devzone I-devzone E-devzone B-floorno E-floorno O O
4439,嘉兴秀洲区中山西路000号江南新天地,B-city E-city B-district I-district E-district B-road I-road I-road E-road B-roadno I-roadno I-roadno E-roadno B-poi I-poi I-poi I-poi E-poi
4440,文一路0000号实验楼00楼,B-road I-road E-road B-roadno I-roadno I-roadno I-roadno E-roadno B-poi I-poi E-poi B-floorno I-floorno E-floorno
4441,机场大道黄山村0000号,B-road I-road I-road E-road B-community I-community E-community B-houseno I-houseno I-houseno I-houseno E-houseno
4442,三墩镇西园路00号博科大厦,B-town I-town E-town B-road I-road E-road B-roadno I-roadno E-roadno B-poi I-poi I-poi E-poi
4443,浙江省嘉兴市海宁市双山一里,B-prov I-prov E-prov B-city I-city E-city B-district I-district E-district B-poi E-poi B-poi E-poi
4444,浙江省杭州市下城区体育场路000号浙江体育大厦裙楼体坛报,B-prov I-prov E-prov B-city I-city E-city B-district I-district E-district B-road I-road I-road E-road B-roadno I-roadno I-roadno E-roadno B-poi I-poi I-poi I-poi I-poi E-poi B-subpoi E-subpoi B-subpoi I-subpoi E-subpoi
4445,海州街道凤鸣小区00幢,B-town I-town I-town E-town B-poi I-poi I-poi E-poi B-houseno I-houseno E-houseno
4446,浙江省杭州市临安天目山青岩刘A区,B-prov I-prov E-prov B-city I-city E-city B-district E-district B-town I-town E-town B-poi I-poi E-poi B-poi E-poi
4447,南部商务健宸大厦,B-devzone I-devzone I-devzone E-devzone B-poi I-poi I-poi E-poi
4448,浙江省温州市龙湾区玉苍西路000号,B-prov I-prov E-prov B-city I-city E-city B-district I-district E-district B-road I-road I-road E-road B-roadno I-roadno I-roadno E-roadno
4449,浙江省杭州市萧山区宁围镇新安村,B-prov I-prov E-prov B-city I-city E-city B-district I-district E-district B-town I-town E-town B-community I-community E-community
4450,东瓯街道东方工业区地方路000号,B-town I-town I-town E-town B-devzone I-devzone I-devzone I-devzone E-devzone B-road I-road E-road B-roadno I-roadno I-roadno E-roadno
4451,冲口街道芳村冲口街道接龙里直街00号_四楼办公室收,B-town I-town I-town E-town B-community E-community B-town I-town I-town E-town B-poi I-poi E-poi B-road E-road B-roadno I-roadno E-roadno O B-floorno E-floorno B-subpoi I-subpoi E-subpoi O
4452,浙江省杭州市余杭区浙江省杭州市余杭区好运路河储运路交叉口凯喜雅锦河湾00幢0单元架空层丰巢智能柜丰巢,B-prov I-prov E-prov B-city I-city E-city B-district I-district E-district B-prov I-prov E-prov B-city I-city E-city B-district I-district E-district B-road I-road E-road B-roadno I-roadno I-roadno E-roadno B-intersection I-intersection E-intersection B-poi I-poi I-poi I-poi I-poi E-poi B-houseno I-houseno E-houseno B-cellno I-cellno E-cellno B-subpoi I-subpoi E-subpoi B-subpoi I-subpoi I-subpoi I-subpoi E-subpoi B-poi E-poi
4453,通益路000号风景大院,B-road I-road E-road B-roadno I-roadno I-roadno E-roadno B-poi I-poi I-poi E-poi
4454,萧山博奥路与建设二路交叉口,B-district E-district B-road I-road E-road O B-road I-road I-road E-road B-intersection I-intersection E-intersection
4455,杭州市萧山区通惠中路000号,B-city I-city E-city B-district I-district E-district B-road I-road I-road E-road B-roadno I-roadno I-roadno E-roadno
4456,绍兴柯桥碧水苑小区西区,B-city E-city B-district E-district B-poi I-poi I-poi I-poi E-poi B-subpoi E-subpoi
4457,南湖区越秀北苑,B-district I-district E-district B-poi I-poi I-poi E-poi
4458,浙江省杭州市拱墅区祥符街道萍水东路方家花苑七幢五单元,B-prov I-prov E-prov B-city I-city E-city B-district I-district E-district B-town I-town I-town E-town B-road I-road I-road E-road B-poi I-poi I-poi E-poi B-houseno E-houseno B-cellno I-cellno E-cellno
4459,浙江省温州市平阳县麻步镇下泛西路00-00号,B-prov I-prov E-prov B-city I-city E-city B-district I-district E-district B-town I-town E-town B-road I-road I-road E-road B-roadno I-roadno I-roadno I-roadno I-roadno E-roadno
4460,金汇路00号00栋,B-road I-road E-road B-roadno I-roadno E-roadno B-houseno I-houseno E-houseno
4461,八里镇江苏扬州市邗江区八里镇江苏省扬州市邗江区八里镇扬州二电厂对面宿舍区00号楼,B-town I-town E-town B-prov E-prov B-city I-city E-city B-district I-district E-district B-town I-town E-town B-prov I-prov E-prov B-city I-city E-city B-district I-district E-district B-town I-town E-town B-poi I-poi I-poi I-poi E-poi B-assist E-assist B-poi I-poi E-poi B-houseno I-houseno I-houseno E-houseno
4462,浙江柯桥北四区八楼,B-prov E-prov B-district E-district S-assist B-poi E-poi B-floorno E-floorno
4463,宁围镇丰东花苑00号楼0单元,B-town I-town E-town B-poi I-poi I-poi E-poi B-houseno I-houseno I-houseno E-houseno B-cellno I-cellno E-cellno
4464,浙江温州鹿城区民航路体育中心沃尔玛超市七楼,B-prov E-prov B-city E-city B-district I-district E-district B-road I-road E-road B-poi I-poi I-poi E-poi B-subpoi I-subpoi I-subpoi I-subpoi E-subpoi B-floorno E-floorno
4465,祥园路000号运河广告产业大厦0幢,B-road I-road E-road B-roadno I-roadno I-roadno E-roadno B-poi I-poi I-poi I-poi I-poi I-poi I-poi E-poi B-houseno E-houseno
4466,白云街道人民医院宿舍0幢0单元,B-town I-town I-town E-town B-poi I-poi I-poi E-poi B-subpoi E-subpoi B-houseno E-houseno B-cellno I-cellno E-cellno
4467,浙江-杭州-江干区新塘路浙江汽配城,B-prov E-prov O B-city E-city O B-district I-district E-district B-road I-road E-road B-poi I-poi I-poi I-poi E-poi
4468,西城街道山下村田苑小区,B-town I-town I-town E-town B-community I-community E-community B-poi I-poi I-poi E-poi
4469,诚信一区000栋0单元,B-poi E-poi B-subpoi E-subpoi B-houseno I-houseno I-houseno E-houseno B-cellno I-cellno E-cellno
4470,浙江省台州市路桥区银座街000号,B-prov I-prov E-prov B-city I-city E-city B-district I-district E-district B-road I-road E-road B-roadno I-roadno I-roadno E-roadno
4471,河北省保定市高碑店市白沟镇理想城北门对面滨水路000号后院,B-prov I-prov E-prov B-city I-city E-city B-district I-district I-district E-district B-town I-town E-town B-poi I-poi E-poi B-subpoi E-subpoi B-assist E-assist B-road I-road E-road B-roadno I-roadno I-roadno E-roadno B-subpoi E-subpoi
4472,杭州江干区五堡0区电联,B-city E-city B-district I-district E-district B-poi E-poi B-subpoi E-subpoi O O
4473,浙江省杭州市西湖区文一西路00号坤和商务楼,B-prov I-prov E-prov B-city I-city E-city B-district I-district E-district B-road I-road I-road E-road B-roadno I-roadno E-roadno B-poi I-poi I-poi I-poi E-poi
4474,浙江省绍兴市新昌县南明街道南明新村000幢0单元,B-prov I-prov E-prov B-city I-city E-city B-district I-district E-district B-town I-town I-town E-town B-poi I-poi I-poi E-poi B-houseno I-houseno I-houseno E-houseno B-cellno I-cellno E-cellno
4475,绍兴市东浦镇耶溪路0000号飞杰纺织,B-city I-city E-city B-town I-town E-town B-road I-road E-road B-roadno I-roadno I-roadno I-roadno E-roadno B-poi I-poi I-poi E-poi
4476,临泉路与胜利路交口中环国际大厦一楼跨境电商,B-road I-road E-road O B-road I-road E-road B-intersection E-intersection B-poi I-poi I-poi I-poi I-poi E-poi O O B-subpoi I-subpoi I-subpoi E-subpoi
4477,庄市逸夫路0000号镇海蛟川书院美高班,B-town E-town B-road I-road E-road B-roadno I-roadno I-roadno I-roadno E-roadno B-poi I-poi I-poi I-poi I-poi E-poi B-subpoi I-subpoi E-subpoi
4478,浙江省新昌县南明街道春江路,B-prov I-prov E-prov B-district I-district E-district B-town I-town I-town E-town B-road I-road E-road
4479,火车东站东宁路东宁金座0楼,B-poi I-poi I-poi E-poi B-road I-road E-road B-subpoi I-subpoi I-subpoi E-subpoi B-floorno E-floorno
4480,浙江省平阳县昆阳镇汇水河路0000号环保局00楼,B-prov I-prov E-prov B-district I-district E-district B-town I-town E-town B-road I-road I-road E-road B-roadno I-roadno I-roadno I-roadno E-roadno B-poi I-poi E-poi B-floorno I-floorno E-floorno
4481,复兴东路安肃镇小寺新村0期00号楼二单元,B-road I-road I-road E-road B-town I-town E-town B-poi I-poi I-poi E-poi B-subpoi E-subpoi B-houseno I-houseno I-houseno E-houseno B-cellno I-cellno E-cellno
4482,浙江省温州市文成县伯温路0000号,B-prov I-prov E-prov B-city I-city E-city B-district I-district E-district B-road I-road E-road B-roadno I-roadno I-roadno I-roadno E-roadno
4483,江东区新地板城四楼,B-district I-district E-district B-poi I-poi I-poi E-poi B-floorno E-floorno
4484,柯桥区南区市场00楼,B-district I-district E-district B-poi I-poi I-poi E-poi O O O
4485,上城区解放路丰家兜00号,B-district I-district E-district B-road I-road E-road B-road I-road E-road B-roadno I-roadno E-roadno
4486,宁波市鄞州区鄞县大道西段金禾泵业有限公司,B-city I-city E-city B-district I-district E-district B-road I-road I-road E-road B-assist E-assist B-poi I-poi I-poi I-poi I-poi I-poi I-poi E-poi
4487,延安路000号嘉里中心写字楼,B-road I-road E-road B-roadno I-roadno I-roadno E-roadno B-poi I-poi I-poi I-poi I-poi I-poi E-poi
4488,巍星路00弄00号,B-road I-road E-road B-road I-road E-road B-roadno I-roadno E-roadno
4489,浙江省绍兴市诸暨市中央路0号创安商务,B-prov I-prov E-prov B-city I-city E-city B-district I-district E-district B-road I-road E-road B-roadno E-roadno B-poi I-poi I-poi E-poi
4490,中兴路000号明晨大厦,B-road I-road E-road B-roadno I-roadno I-roadno E-roadno B-poi I-poi I-poi E-poi
4491,袍江经济开发区镇海路00号0楼浙江巴鲁特服饰有限公司,B-devzone I-devzone I-devzone I-devzone I-devzone I-devzone E-devzone B-road I-road E-road B-roadno I-roadno E-roadno B-floorno E-floorno B-poi I-poi I-poi I-poi I-poi I-poi I-poi I-poi I-poi I-poi E-poi
4492,上城区飞云江路春江花月映霞苑0栋0单元,B-district I-district E-district B-road I-road I-road E-road B-poi I-poi I-poi E-poi B-subpoi I-subpoi E-subpoi B-houseno E-houseno B-cellno I-cellno E-cellno
4493,北下朱000栋五单元,B-poi I-poi E-poi B-houseno I-houseno I-houseno E-houseno B-cellno I-cellno E-cellno
4494,浙江省嘉兴市平湖市新群路0000号,B-prov I-prov E-prov B-city I-city E-city B-district I-district E-district B-road I-road E-road B-roadno I-roadno I-roadno I-roadno E-roadno
4495,义乌市金茂大厦,B-district I-district E-district B-poi I-poi I-poi E-poi
4496,兴南路00号花园村南山小区,B-road I-road E-road B-roadno I-roadno E-roadno B-community I-community E-community B-poi I-poi I-poi E-poi
4497,湖南省常德市汉寿县鸭子港乡转沙嘴九组,B-prov I-prov E-prov B-city I-city E-city B-district I-district E-district B-town I-town I-town E-town O B-community E-community B-village_group E-village_group
4498,浙江省天台县三合镇洪三工业区_天台坤荣橡胶有限公司,B-prov I-prov E-prov B-district I-district E-district B-town I-town E-town B-devzone I-devzone I-devzone I-devzone E-devzone O B-poi I-poi I-poi I-poi I-poi I-poi I-poi I-poi I-poi E-poi
4499,浙江省杭州市江干区永敦北路0号蓝创园0幢0楼,B-prov I-prov E-prov B-city I-city E-city B-district I-district E-district B-road I-road I-road E-road B-roadno E-roadno B-poi I-poi E-poi B-houseno E-houseno B-floorno E-floorno
4500,贵州省印江县沙子坡镇竹元村,B-prov I-prov E-prov B-district I-district E-district B-town I-town I-town E-town B-community I-community E-community
4501,浙江省温州市苍南县龙翔路000号,B-prov I-prov E-prov B-city I-city E-city B-district I-district E-district B-road I-road E-road B-roadno I-roadno I-roadno E-roadno
4502,上海市虹梅路0000号A区凯科国际大夏,B-city I-city E-city B-road I-road E-road B-roadno I-roadno I-roadno I-roadno E-roadno B-poi E-poi B-subpoi I-subpoi I-subpoi I-subpoi I-subpoi E-subpoi
4503,浙江省台州市椒江区章安街道下洋村卫生院后面薇薇服饰,B-prov I-prov E-prov B-city I-city E-city B-district I-district E-district B-town I-town I-town E-town B-community I-community E-community B-poi I-poi E-poi B-assist E-assist B-poi I-poi I-poi E-poi
4504,经济开发区蒲江路0号0楼,B-devzone I-devzone I-devzone I-devzone E-devzone B-road I-road E-road B-roadno E-roadno B-floorno E-floorno
4505,郭溪街道舟桥村_河滨路,B-town I-town I-town E-town B-community I-community E-community O B-road I-road E-road
4506,双屿街道中国鞋都二期十八号地块,B-town I-town I-town E-town B-poi I-poi I-poi E-poi B-subpoi E-subpoi B-subpoi I-subpoi I-subpoi I-subpoi E-subpoi
4507,江西省抚州市南城县建昌镇洪门实业集团有限公司,B-prov I-prov E-prov B-city I-city E-city B-district I-district E-district B-town I-town E-town B-community E-community B-poi I-poi I-poi I-poi I-poi I-poi I-poi E-poi
4508,杭州市余杭区崇贤镇李家浜000号,B-city I-city E-city B-district I-district E-district B-town I-town E-town B-community I-community E-community B-houseno I-houseno I-houseno E-houseno
4509,浙江省杭州市萧山区新湾街道临江工业园区纬五路0000号,B-prov I-prov E-prov B-city I-city E-city B-district I-district E-district B-town I-town I-town E-town B-devzone I-devzone I-devzone I-devzone I-devzone E-devzone B-road I-road E-road B-roadno I-roadno I-roadno I-roadno E-roadno
4510,北沙西路000号东厦东港花苑,B-road I-road I-road E-road B-roadno I-roadno I-roadno E-roadno B-poi I-poi I-poi I-poi I-poi E-poi
4511,南京市广州路000号苏宁环球大厦南京杰澳贸易有限公司,B-city I-city E-city B-road I-road E-road B-roadno I-roadno I-roadno E-roadno B-poi I-poi I-poi I-poi I-poi E-poi B-poi I-poi I-poi I-poi I-poi I-poi I-poi I-poi I-poi E-poi
4512,浙江省绍兴市越城区环城北路000号,B-prov I-prov E-prov B-city I-city E-city B-district I-district E-district B-road I-road I-road E-road B-roadno I-roadno I-roadno E-roadno
4513,淳安县鸿坑乡乳洞村乳洞000号,B-district I-district E-district B-poi I-poi E-poi B-community I-community E-community B-community E-community B-houseno I-houseno I-houseno E-houseno
4514,宁波宁海西店镇西店南路000号,B-city E-city B-district E-district B-town I-town E-town B-road I-road I-road E-road B-roadno I-roadno I-roadno E-roadno
4515,浙江省杭州西湖区和家园懿园,B-prov I-prov E-prov B-city E-city B-district I-district E-district B-poi I-poi E-poi B-poi E-poi
4516,江苏省-淮安市-涟水县涟州北路军民中心村0期A区0幢七层门面从东向西,B-prov I-prov E-prov O B-city I-city E-city O B-district I-district E-district B-road I-road I-road E-road B-poi I-poi I-poi I-poi E-poi B-subpoi E-subpoi B-subpoi E-subpoi B-houseno E-houseno B-floorno E-floorno B-subpoi E-subpoi B-assist I-assist I-assist E-assist
4517,江苏省无锡市北塘区黄巷街道刘谭南街00号,B-prov I-prov E-prov B-city I-city E-city B-district I-district E-district B-town I-town I-town E-town B-road I-road I-road E-road B-roadno I-roadno E-roadno
4518,浙江省温州市瓯海区高翔路,B-prov I-prov E-prov B-city I-city E-city B-district I-district E-district B-road I-road E-road
4519,九堡镇东方电子商务园,B-town I-town E-town B-devzone I-devzone I-devzone I-devzone I-devzone I-devzone E-devzone
4520,宁波宁波宁海县桃源街道笆弄头电信局旁边,B-city E-city B-city E-city B-district I-district E-district B-town I-town I-town E-town B-community I-community E-community B-poi I-poi E-poi B-assist E-assist
4521,工商城南000栋00单元,B-poi I-poi E-poi O B-houseno I-houseno I-houseno E-houseno O O O O
4522,浙江省义乌市佛堂镇阳光公寓0幢0单元,B-prov I-prov E-prov B-district I-district E-district B-town I-town E-town B-poi I-poi I-poi E-poi B-houseno E-houseno B-cellno I-cellno E-cellno
4523,金华永康市西溪镇石江村大会堂对面,B-city E-city B-district I-district E-district B-town I-town E-town B-community I-community E-community B-poi I-poi E-poi B-assist E-assist
4524,余姚市大隐镇工业园区,B-district I-district E-district B-devzone I-devzone I-devzone I-devzone I-devzone I-devzone E-devzone
4525,濮院镇巴黎春天000幢0单元,B-town I-town E-town B-poi I-poi I-poi E-poi B-houseno I-houseno I-houseno E-houseno O O O
4526,下沙街道德胜中路长城机电西区,B-town I-town I-town E-town B-road I-road I-road E-road B-poi I-poi I-poi E-poi B-subpoi E-subpoi
4527,浙江省杭州市萧山区萧山区进化镇岳联村小山头,B-prov I-prov E-prov B-city I-city E-city B-district I-district E-district B-district I-district E-district B-town I-town E-town B-community I-community E-community B-community I-community E-community
4528,温州瓯北镇五星路赫立特工业园00楼,B-city E-city B-town I-town E-town B-road I-road E-road B-devzone I-devzone I-devzone I-devzone I-devzone E-devzone B-floorno I-floorno E-floorno
4529,浙江省台州市仙居县景凤路000号后门_寄件人电话在收件地址后面,B-prov I-prov E-prov B-city I-city E-city B-district I-district E-district B-road I-road E-road B-roadno I-roadno I-roadno E-roadno B-poi E-poi O O O O O O O O O O O O O
4530,余姚市江南华都0号楼,B-district I-district E-district B-poi I-poi I-poi E-poi B-houseno I-houseno E-houseno
4531,湖南省绥宁县东山侗族乡石桥村四组,B-prov I-prov E-prov B-district I-district E-district B-town I-town I-town I-town E-town B-community I-community E-community B-village_group E-village_group
4532,西藏自治区拉萨市城关区公德林街道林廊西路00号,B-prov I-prov I-prov I-prov E-prov B-city I-city E-city B-district I-district E-district B-road I-road I-road E-road B-road I-road I-road I-road E-road B-roadno I-roadno E-roadno
4533,浙江省武义县牛背金工业区金牛路00号,B-prov I-prov E-prov B-district I-district E-district B-devzone I-devzone I-devzone I-devzone I-devzone E-devzone B-road I-road E-road B-roadno I-roadno E-roadno
4534,浙江省杭州市江干区钱江路0000号华润大厦A座000层三总二部,B-prov I-prov E-prov B-city I-city E-city B-district I-district E-district B-road I-road E-road B-roadno I-roadno I-roadno I-roadno E-roadno B-poi I-poi I-poi E-poi B-houseno E-houseno B-floorno I-floorno I-floorno E-floorno B-subpoi E-subpoi B-subpoi E-subpoi
4535,浙江省宁波市鄞州区潘火街道启明路0000号00楼淘宝,B-prov I-prov E-prov B-city I-city E-city B-district I-district E-district B-town I-town I-town E-town B-road I-road E-road B-roadno I-roadno I-roadno I-roadno E-roadno B-floorno I-floorno E-floorno B-poi E-poi
4536,瑞安市塘下镇上金村旺金路000号电联,B-district I-district E-district B-town I-town E-town B-community I-community E-community B-road I-road E-road B-roadno I-roadno I-roadno E-roadno O O
4537,民治街道民乐村民乐大厦,B-town I-town I-town E-town B-community I-community E-community B-poi I-poi I-poi E-poi
4538,温州苍南县钱库镇中学西路00号电联,B-city E-city B-district I-district E-district B-town I-town E-town B-road I-road I-road E-road B-roadno I-roadno E-roadno O O
4539,义乌市大塘下二区00栋0单元,B-district I-district E-district B-community I-community E-community B-poi E-poi B-houseno I-houseno E-houseno B-cellno I-cellno E-cellno
4540,浙大路000号第五教学大楼,B-road I-road E-road B-roadno I-roadno I-roadno E-roadno B-poi I-poi I-poi I-poi I-poi E-poi
4541,浙江省金华市武义县泉溪镇浙江宇圣工贸有限公司,B-prov I-prov E-prov B-city I-city E-city B-district I-district E-district B-town I-town E-town B-poi I-poi I-poi I-poi I-poi I-poi I-poi I-poi I-poi E-poi
4542,中兴北路0000号0楼川味观,B-road I-road I-road E-road B-roadno I-roadno I-roadno I-roadno E-roadno B-floorno E-floorno B-poi I-poi E-poi
4543,浙江省杭州西湖区华星路嘉绿青苑,B-prov I-prov E-prov B-city E-city B-district I-district E-district B-road I-road E-road B-poi I-poi I-poi E-poi
4544,南山马家龙名仕春天,B-district E-district B-poi I-poi I-poi I-poi I-poi I-poi E-poi
4545,九堡镇九堡东方电子商务园A000栋,B-town I-town E-town B-devzone I-devzone I-devzone I-devzone I-devzone I-devzone I-devzone I-devzone E-devzone B-houseno I-houseno I-houseno I-houseno E-houseno
4546,中山东路耀城广场A座,B-road I-road I-road E-road B-poi I-poi I-poi E-poi B-houseno E-houseno
4547,浙江省温州市鹿城区新蒲路00号附近聚景园,B-prov I-prov E-prov B-city I-city E-city B-district I-district E-district B-road I-road E-road B-roadno I-roadno E-roadno B-assist E-assist B-poi I-poi E-poi
4548,浙江省杭州市江干区艮山东路000号杭州昌辰宝人事部,B-prov I-prov E-prov B-city I-city E-city B-district I-district E-district B-road I-road I-road E-road B-roadno I-roadno I-roadno E-roadno B-poi I-poi I-poi I-poi E-poi B-subpoi I-subpoi E-subpoi
4549,泽国镇茶屿村荣时大厦六楼琳峰鞋厂,B-town I-town E-town B-community I-community E-community B-poi I-poi I-poi E-poi B-floorno E-floorno B-subpoi I-subpoi I-subpoi E-subpoi
4550,江苏省苏州市张家港市金港镇双丰村0组00号,B-prov I-prov E-prov B-city I-city E-city B-district I-district I-district E-district B-town I-town E-town B-community I-community E-community B-village_group E-village_group B-houseno I-houseno E-houseno
4551,浙江省宁波市镇海区沿江东路000号,B-prov I-prov E-prov B-city I-city E-city B-district I-district E-district B-road I-road I-road E-road B-roadno I-roadno I-roadno E-roadno
4552,山东省济宁市邹城市中国浙江省嘉兴市桐乡市康民路0号,B-prov I-prov E-prov B-city I-city E-city B-district I-district E-district O O B-prov I-prov E-prov B-city I-city E-city B-district I-district E-district B-road I-road E-road B-roadno E-roadno
4553,甘肃省酒泉市敦煌市敦煌市国土资源局,B-prov I-prov E-prov B-city I-city E-city B-district I-district E-district B-poi I-poi I-poi I-poi I-poi I-poi I-poi E-poi
4554,义乌市尚经村三区,B-city I-city E-city B-community I-community E-community B-poi E-poi
4555,南浔镇新城西路000号艺王家居,B-town I-town E-town B-road I-road I-road E-road B-roadno I-roadno I-roadno E-roadno B-poi I-poi I-poi E-poi
4556,嘉兴市南湖区富兴路0000号报业产业园不莱玫创意中心,B-city I-city E-city B-district I-district E-district B-road I-road E-road B-roadno I-roadno I-roadno I-roadno E-roadno B-devzone I-devzone I-devzone I-devzone E-devzone B-poi I-poi I-poi I-poi I-poi I-poi E-poi
4557,上海市_浦东新区_祝桥镇江镇_晚霞路_集贸市场__皖南快餐店_张某收,B-city I-city E-city O B-district I-district I-district E-district O B-town I-town E-town B-community E-community O B-road I-road E-road O B-poi I-poi I-poi E-poi O O B-subpoi I-subpoi I-subpoi I-subpoi E-subpoi O O O O
4558,慈溪新浦镇百世云仓,B-district E-district B-town I-town E-town B-poi I-poi I-poi E-poi
4559,浙江省绍兴市上虞区沥海工业园区,B-prov I-prov E-prov B-city I-city E-city B-district I-district E-district B-devzone I-devzone I-devzone I-devzone I-devzone E-devzone
4560,临海市远洲路卡帆洗发店,B-district I-district E-district B-road I-road E-road B-poi I-poi I-poi I-poi E-poi
4561,鲁迅中路春波弄口00-0号,B-road I-road I-road E-road B-road I-road E-road S-intersection B-roadno I-roadno I-roadno I-roadno E-roadno
4562,浙江省临平东湖南路000号市政大楼北0楼,B-prov I-prov E-prov B-town E-town B-road I-road I-road E-road B-roadno I-roadno I-roadno E-roadno B-poi I-poi I-poi E-poi S-assist B-floorno E-floorno
4563,钟埭街道花园小区,B-town I-town I-town E-town B-poi I-poi I-poi E-poi
4564,金华义乌市中塘二区000栋0楼电联,B-city E-city B-district I-district E-district B-poi E-poi B-subpoi E-subpoi B-houseno I-houseno I-houseno E-houseno B-floorno E-floorno O O
4565,浙江省杭州市上城区清波街道西湖大道0000号耀江广厦A座00楼,B-prov I-prov E-prov B-city I-city E-city B-district I-district E-district B-town I-town I-town E-town B-road I-road I-road E-road B-roadno I-roadno I-roadno I-roadno E-roadno B-poi I-poi I-poi E-poi B-houseno E-houseno O O O
4566,文一西路0000号阿里巴巴0号楼,B-road I-road I-road E-road B-roadno I-roadno I-roadno I-roadno E-roadno B-poi I-poi I-poi E-poi B-houseno I-houseno E-houseno
4567,金地自在城求学里00幢0单元,B-poi I-poi I-poi I-poi E-poi B-subpoi I-subpoi E-subpoi B-houseno I-houseno E-houseno O O O
4568,浙江省嘉兴市海宁市经编产业园西区经丰路0000号,B-prov I-prov E-prov B-city I-city E-city B-district I-district E-district B-devzone I-devzone I-devzone I-devzone E-devzone B-poi E-poi B-road I-road E-road B-roadno I-roadno I-roadno I-roadno E-roadno
4569,平湖市独山港镇虎啸南路000号平湖台宏置业有限公司,B-district I-district E-district B-town I-town I-town E-town B-road I-road I-road E-road B-roadno I-roadno I-roadno E-roadno B-poi I-poi I-poi I-poi I-poi I-poi I-poi I-poi I-poi E-poi
4570,浙江省义乌市稠城街道南陈小区四栋一楼,B-prov I-prov E-prov B-district I-district E-district B-town I-town I-town E-town B-poi I-poi I-poi E-poi B-houseno E-houseno B-floorno E-floorno
4571,浙江省杭州市文艺路000号金都城市芯宇八号楼,B-prov I-prov E-prov B-city I-city E-city B-road I-road E-road B-roadno I-roadno I-roadno E-roadno B-poi I-poi I-poi I-poi I-poi E-poi B-houseno I-houseno E-houseno
4572,绍兴市绍兴县柯桥街道东升路柯桥北0区,B-city I-city E-city B-district I-district E-district B-town I-town I-town E-town B-road I-road E-road B-district E-district O B-poi E-poi
4573,浙江省宁波慈溪市杭州湾新区滨海三路00号新三和壳体有限公司,B-prov I-prov E-prov B-city E-city B-district I-district E-district B-devzone I-devzone I-devzone I-devzone E-devzone B-road I-road I-road E-road B-roadno I-roadno E-roadno B-poi I-poi I-poi I-poi I-poi I-poi I-poi I-poi E-poi
4574,羊毛衫市场二区精品街,B-poi I-poi I-poi I-poi E-poi B-subpoi E-subpoi B-road I-road E-road
4575,安徽省亳州市谯城区国购名城南区,B-prov I-prov E-prov B-city I-city E-city B-district I-district E-district B-poi I-poi I-poi E-poi B-subpoi E-subpoi
4576,浙江省宁波市慈溪市翔龙路桥头双益办事处,B-prov I-prov E-prov B-city I-city E-city B-district I-district E-district B-road I-road E-road B-town I-town I-town I-town I-town I-town E-town
4577,杭州浙江大学玉泉校区航空航天学院,B-city E-city B-poi I-poi I-poi I-poi I-poi I-poi I-poi E-poi B-subpoi I-subpoi I-subpoi I-subpoi I-subpoi E-subpoi
4578,鹿城区温山大厦四楼南侧潮光辅料,B-district I-district E-district B-poi I-poi I-poi E-poi B-floorno E-floorno B-assist E-assist B-subpoi I-subpoi I-subpoi E-subpoi
4579,浙江省温州市文成县大十线,B-prov I-prov E-prov B-city I-city E-city B-district I-district E-district B-road I-road E-road
4580,阳光花园幸福楼七楼,B-poi I-poi I-poi E-poi B-subpoi I-subpoi E-subpoi B-floorno E-floorno
4581,浙江省杭州市余杭区良渚文化村探梅里,B-prov I-prov E-prov B-city I-city E-city B-district I-district E-district B-community I-community I-community I-community E-community B-poi I-poi E-poi
4582,浙江省淳安县千岛湖镇金色阳光,B-prov I-prov E-prov B-district I-district E-district B-town I-town I-town E-town B-poi I-poi I-poi E-poi
4583,河南省商城县上石桥镇白塔集乡玉楼村上楼组,B-prov I-prov E-prov B-district I-district E-district B-town I-town I-town E-town B-town I-town I-town E-town B-community I-community E-community B-village_group I-village_group E-village_group
